,0,1,2,3,4,6,8,12,16,24,32,48
100000,0.12500,0.64900,0.72500,0.82100,1.04800,1.11900,1.59800,1.31500,1.60000,1.89800,2.25600,2.14800
300000,0.28000,3.13800,2.16200,2.55800,3.29200,5.88200,6.03600,5.35500,5.43600,5.17900,5.19600,6.36500
500000,0.61600,6.24200,4.68100,4.42600,6.40400,8.88800,11.90300,11.48700,11.63400,8.96900,10.38400,10.16400
1000000,0.97500,16.56300,8.39700,8.41600,20.74800,19.87800,24.40200,22.83900,22.66300,21.36600,21.24100,25.69500
5000000,5.74000,143.88800,134.46700,165.39800,59.28800,213.38400,320.91200,255.39100,247.29700,276.56500,254.17400,225.09700
